WKT,LINEARID,FULLNAME,RTTYP,MTFCC
"LINESTRING (-85.383491 31.745529,-85.383583 31.74574,-85.383775 31.746313,-85.384344 31.748081,-85.384574 31.748779,-85.384698 31.749127,-85.384843 31.74947,-85.385009 31.74981,-85.385195 31.750138,-85.385402 31.750457,-85.386685 31.752353,-85.386894 31.752669,-85.387751 31.753934,-85.389457 31.756469,-85.39051 31.758056,-85.390729 31.758369,-85.390962 31.758674,-85.391214 31.758969,-85.391479 31.759256,-85.392923 31.76071,-85.393138 31.76093,-85.3934 31.761219,-85.393641 31.761521,-85.393862 31.761834,-85.394059 31.762159,-85.394239 31.762492,-85.394773 31.763642,-85.395182 31.76452,-85.395344 31.764857,-85.395517 31.765189,-85.395711 31.765513,-85.395932 31.765826,-85.396187 31.766117,-85.39647 31.76639,-85.397974 31.767786,-85.399945 31.769605,-85.402213 31.771699,-85.402282 31.771763,-85.402566 31.772035,-85.402831 31.772324,-85.403073 31.772624,-85.40329 31.772942,-85.40348 31.773269,-85.403643 31.773606,-85.403778 31.773952,-85.403881 31.774306,-85.403958 31.774665,-85.404006 31.775028,-85.404026 31.775391,-85.40408 31.777071,-85.404074 31.777253,-85.404067 31.777461,-85.404077 31.777811,-85.404218 31.782192,-85.404241 31.782637,-85.40426 31.782777,-85.404288 31.783796,-85.404288 31.784159,-85.40428 31.784523,-85.404239 31.785231,-85.404222 31.785338,-85.404183 31.785557,-85.404179 31.78563,-85.404091 31.786203,-85.40403 31.786564,-85.404015 31.78666,-85.4038 31.788014,-85.403678 31.788736,-85.403389 31.790545,-85.403338 31.790909,-85.403222 31.791631,-85.402942 31.793444,-85.402768 31.79453,-85.402718 31.794894,-85.402692 31.795124,-85.402677 31.795257,-85.402645 31.795619,-85.402625 31.795982,-85.402609 31.796715,-85.402612 31.79745,-85.40262 31.797704,-85.402617 31.797841,-85.402636 31.798796,-85.402644 31.799524,-85.402648 31.799656,-85.402656 31.799888,-85.402678 31.800987,-85.402679 31.801376,-85.402661 31.802082,-85.402611 31.80281,-85.402573 31.803169,-85.402546 31.803523,-85.402521 31.803777,-85.402493 31.803992,-85.402286 31.806175,-85.402209 31.806904,-85.402071 31.808363,-85.401792 31.811283,-85.401749 31.811647,-85.401713 31.811875,-85.401681 31.812138,-85.401611 31.812495,-85.401527 31.812852,-85.401431 31.813205,-85.400453 31.816382,-85.399247 31.820262,-85.39863 31.822252,-85.398592 31.822409,-85.398006 31.824313,-85.397782 31.825019,-85.397124 31.827135,-85.396903 31.827839,-85.396577 31.8289,-85.396353 31.829603,-85.395921 31.831019,-85.395819 31.831309,-85.395747 31.831521,-85.395707 31.831663,-85.39558 31.832166,-85.395508 31.832527,-85.395467 31.832892,-85.395446 31.833256,-85.395447 31.833621,-85.395454 31.833831,-85.39546 31.833987,-85.395654 31.837353,-85.395776 31.839461,-85.395823 31.84019,-85.395856 31.840547,-85.395891 31.840917,-85.395941 31.841281,-85.396002 31.841643,-85.396087 31.842086,-85.396417 31.84381,-85.396825 31.845967,-85.396967 31.846685,-85.397104 31.847402,-85.397167 31.847761,-85.397246 31.848119,-85.397264 31.848187,-85.397339 31.848474,-85.397449 31.848827,-85.397589 31.849173,-85.397611 31.849242,-85.397667 31.849464,-85.397769 31.849599,-85.397805 31.849664,-85.397836 31.849731,-85.398018 31.850059,-85.398209 31.850385,-85.398601 31.851036,-85.400371 31.853956,-85.400562 31.854283,-85.400929 31.854943,-85.401173 31.855402,-85.401284 31.85561,-85.401973 31.856943,-85.403364 31.859624,-85.403444 31.859787)",110685801759,Bud Gary Rd,M,S1400
"LINESTRING (-85.399945 31.769605,-85.400157 31.769525,-85.400649 31.769435,-85.400818 31.769231,-85.401008 31.769088,-85.401302 31.768636,-85.401409 31.768169,-85.401431 31.767675)",110685806872,,,S1400
"LINESTRING (-85.370335 31.73365,-85.370494 31.733443)",110685803253,Creel Church Rd,M,S1400
"LINESTRING (-85.305567 31.7835,-85.30553 31.783362,-85.305534 31.783334,-85.305544 31.78327,-85.305597 31.783125)",110685803514,Williams Mill Rd,M,S1400
"LINESTRING (-85.273158 31.756109,-85.273131 31.75627,-85.272943 31.756407,-85.272273 31.757461,-85.272031 31.757896,-85.271763 31.758216,-85.271736 31.758652,-85.271924 31.758858,-85.272889 31.7595,-85.273264 31.759866,-85.27329 31.760508,-85.273076 31.760645,-85.271547 31.76108,-85.270099 31.761355,-85.269107 31.761675,-85.268329 31.761812,-85.266372 31.762613,-85.265835 31.763163,-85.265513 31.763323,-85.264816 31.7633)",110685807193,,,S1400
"LINESTRING (-85.358949 31.793025,-85.358763 31.793067,-85.357232 31.793266,-85.356386 31.793377,-85.355966 31.793448,-85.355552 31.793538,-85.355142 31.793643,-85.354741 31.793765,-85.354345 31.793904,-85.353953 31.79405,-85.353565 31.794203,-85.353181 31.794363,-85.352802 31.79453,-85.352427 31.794709,-85.352058 31.794892,-85.35169 31.795082,-85.35133 31.79528,-85.350627 31.795696,-85.350285 31.795915,-85.349946 31.796139,-85.349616 31.796371,-85.349292 31.796611,-85.348343 31.797353,-85.348081 31.79756,-85.347089 31.798343,-85.346465 31.798842,-85.34584 31.799335,-85.345218 31.799832,-85.344602 31.800335,-85.344005 31.800857,-85.343289 31.8015,-85.342824 31.801917,-85.342243 31.802455,-85.340773 31.803778,-85.340495 31.804056,-85.340242 31.80435,-85.340014 31.804659,-85.33981 31.80498,-85.339631 31.805311,-85.339309 31.805986,-85.33899 31.806665,-85.338502 31.807681,-85.338326 31.808014,-85.338134 31.808342,-85.337919 31.808659,-85.337692 31.808968,-85.337444 31.809268,-85.336928 31.809848,-85.335085 31.811861,-85.334825 31.812153,-85.333507 31.813596,-85.333241 31.813882,-85.332985 31.814173,-85.332742 31.814476,-85.332516 31.814784,-85.332309 31.815105,-85.332116 31.815431,-85.331944 31.815765,-85.331787 31.816102,-85.331669 31.816368,-85.331634 31.816431,-85.33154 31.816581)",110685803030,Edgar Woods Rd,M,S1400
"LINESTRING (-85.264816 31.7633,-85.264519 31.763525,-85.264031 31.764027,-85.263778 31.764597,-85.263939 31.765075)",110685807189,,,S1400
"LINESTRING (-85.292878 31.764473,-85.293543 31.764653,-85.294288 31.76454,-85.294395 31.764316)",110685807162,,,S1400
"LINESTRING (-85.309926 31.788069,-85.309771 31.788061)",110685806273,,,S1400
"LINESTRING (-85.329478 31.783295,-85.329517 31.782309,-85.329492 31.781576,-85.329834 31.780792)",110685806897,,,S1400
"LINESTRING (-85.294096 31.760631,-85.294209 31.760765,-85.294233 31.760839,-85.294235 31.760913,-85.294217 31.761278,-85.294177 31.761643,-85.294173 31.762006,-85.294253 31.762364,-85.294285 31.762435)",110685807161,,,S1400
"LINESTRING (-85.344278 31.748089,-85.344426 31.748301,-85.344466 31.748367,-85.344697 31.748677,-85.344955 31.748968,-85.345512 31.749517,-85.345759 31.74981,-85.345947 31.750132,-85.346186 31.750436,-85.346488 31.750697,-85.346611 31.750791,-85.346676 31.750835)",110685806561,,,S1400
"LINESTRING (-85.153463 31.804673,-85.153097 31.804517,-85.151917 31.803417,-85.151194 31.802225,-85.15114 31.801859,-85.15106 31.801813,-85.150899 31.801057,-85.150921 31.800047,-85.150926 31.799866,-85.151168 31.799545,-85.151785 31.799247,-85.151946 31.799064,-85.15208 31.798446,-85.152483 31.798034,-85.156184 31.798447,-85.157231 31.798699,-85.157687 31.799295,-85.157812 31.799953,-85.157874 31.80028,-85.158464 31.801059,-85.158491 31.801219,-85.159058 31.801895,-85.159376 31.802273,-85.159939 31.802686,-85.161286 31.803109,-85.162058 31.803351,-85.163077 31.803626)",110685806289,,,S1400
"LINESTRING (-85.154744 31.808844,-85.154743 31.80883,-85.154785 31.80863,-85.154753 31.808432,-85.154588 31.808224,-85.154415 31.808121,-85.15419 31.808051,-85.153913 31.807999,-85.153775 31.807921,-85.153615 31.807785,-85.153483 31.807468,-85.153411 31.80711,-85.153393 31.806629,-85.153323 31.806242,-85.153255 31.806086,-85.153091 31.805924,-85.152861 31.805868,-85.15252 31.805778,-85.152235 31.805831,-85.151808 31.805861,-85.151493 31.805947,-85.15133 31.806144,-85.151302 31.806387,-85.151308 31.806689)",1103717547394,Robert E Lee Way,M,S1400
"LINESTRING (-85.158311 31.77538,-85.158174 31.775108,-85.158117 31.77434,-85.158475 31.774016,-85.158683 31.774307,-85.159169 31.774876)",110685807445,,,S1400
"LINESTRING (-85.206678 31.756308,-85.207199 31.753527)",110685807769,,,S1740
"LINESTRING (-85.182161 31.773834,-85.182097 31.773689,-85.18206 31.773642,-85.181887 31.773428,-85.18158 31.773412,-85.18137 31.773395,-85.181025 31.773331,-85.1807 31.773201,-85.180316 31.772891,-85.180164 31.772614)",110685806688,,,S1400
"LINESTRING (-85.163068 31.789374,-85.163535 31.789305,-85.165219 31.789042)",110685806731,,,S1400
"LINESTRING (-85.174421 31.783715,-85.174198 31.783622,-85.174104 31.783615,-85.173853 31.783575,-85.173595 31.783525)",110685807574,,,S1740
"LINESTRING (-85.146135 31.776182,-85.146331 31.775961,-85.146563 31.775652,-85.146659 31.775532,-85.146778 31.775419,-85.146861 31.775389,-85.146992 31.775431,-85.147498 31.775705,-85.148017 31.776003,-85.148457 31.776217,-85.148815 31.776414,-85.149041 31.776628,-85.14922 31.776884,-85.149303 31.777069,-85.149297 31.777212,-85.149202 31.777379,-85.148886 31.777593,-85.148684 31.777754)",110685807510,,,S1400
"LINESTRING (-85.223926 31.767492,-85.223885 31.7678,-85.223502 31.768459,-85.223311 31.769075,-85.223104 31.76947,-85.222935 31.769556)",110685807506,,,S1400
"LINESTRING (-85.230281 31.7628,-85.230483 31.762828)",110685807502,,,S1400
"LINESTRING (-85.179105 31.76443,-85.17904 31.764394,-85.178957 31.764386,-85.178444 31.7644,-85.177934 31.764404,-85.177673 31.764406,-85.177593 31.76443,-85.17751 31.764482)",110685800956,Wright Dr,M,S1400
"LINESTRING (-85.178831 31.766209,-85.178867 31.766322,-85.178938 31.766454,-85.179195 31.766901,-85.17926 31.767034,-85.179308 31.767172,-85.179315 31.767243,-85.179305 31.767315,-85.179286 31.767386,-85.17922 31.767521,-85.179128 31.767644,-85.178973 31.767819,-85.178848 31.767922,-85.178771 31.767956,-85.178236 31.768175,-85.177625 31.768432,-85.177069 31.768615,-85.176747 31.768707,-85.176452 31.768775,-85.176088 31.768858,-85.175527 31.769031,-85.175364 31.769071,-85.175195 31.769089,-85.175026 31.769084,-85.174869 31.769034,-85.17473 31.76895,-85.174606 31.768851,-85.174503 31.768737,-85.174434 31.768605,-85.174409 31.768463,-85.174386 31.768247,-85.174273 31.767374,-85.174221 31.767217)",110685801459,Lookout Dr,M,S1400
"LINESTRING (-85.165888 31.774776,-85.16563 31.774706,-85.164775 31.774714,-85.164351 31.774732,-85.163829 31.774764,-85.163494 31.774791,-85.163409 31.774794)",110685802277,Beechtree Ln,M,S1400
"LINESTRING (-85.17923 31.766059,-85.179195 31.765944,-85.179159 31.765803,-85.179119 31.76515,-85.17913 31.765005,-85.179136 31.764854,-85.179155 31.764607,-85.179149 31.764516,-85.179105 31.76443,-85.178991 31.763308,-85.178794 31.763289)",110685801323,Gibbons Ln,M,S1400
"LINESTRING (-85.177573 31.783916,-85.177589 31.784203,-85.17757 31.784719,-85.177575 31.784871,-85.177598 31.785043,-85.177611 31.785149,-85.177641 31.785309,-85.177755 31.785643,-85.177785 31.785711,-85.177834 31.785803,-85.177995 31.786025,-85.178073 31.786236,-85.178125 31.786524,-85.178139 31.786807,-85.178142 31.786992,-85.178129 31.787696)",110685801965,Margaret Dr,M,S1400
"LINESTRING (-85.177293 31.778639,-85.177507 31.778721,-85.177677 31.778794,-85.177949 31.778978,-85.178043 31.779107,-85.178099 31.779247,-85.178238 31.779666,-85.178307 31.779798,-85.17841 31.779911,-85.178545 31.779998,-85.178697 31.780065,-85.178856 31.780117,-85.179025 31.780132,-85.179195 31.78011,-85.179524 31.780047,-85.179692 31.780024,-85.180039 31.780029,-85.181326 31.780009,-85.181738 31.779999,-85.181884 31.779999,-85.182032 31.780007,-85.182982 31.780001)",110685800771,Singer Ln,M,S1400
"LINESTRING (-85.206316 31.780214,-85.206363 31.780275,-85.206681 31.780621,-85.206957 31.780902,-85.207184 31.781122,-85.207245 31.78117,-85.207303 31.781225,-85.207611 31.781477,-85.207731 31.78158,-85.207982 31.781777,-85.208259 31.781947,-85.20841 31.782014,-85.208567 31.782072,-85.208726 31.782122,-85.208973 31.782179,-85.20914 31.782202,-85.20931 31.782215,-85.209562 31.782242,-85.209812 31.782285,-85.210218 31.782391,-85.210387 31.782413,-85.210557 31.78241,-85.210897 31.782377,-85.211067 31.782365,-85.211236 31.782369,-85.211402 31.7824,-85.211556 31.782462,-85.211689 31.782552,-85.211807 31.782658,-85.212106 31.783016,-85.212297 31.78326,-85.212498 31.783497,-85.212982 31.784012,-85.213685 31.784655,-85.214161 31.785078,-85.214599 31.78553,-85.214869 31.785815,-85.214983 31.785924,-85.215165 31.78608,-85.215296 31.786174,-85.215436 31.786258,-85.215584 31.786332,-85.21574 31.786391,-85.216151 31.786496,-85.217311 31.786748,-85.217479 31.786779,-85.217649 31.786797,-85.218244 31.786846,-85.218752 31.786906,-85.219 31.78695,-85.219156 31.787014,-85.219292 31.787102,-85.219418 31.787201,-85.219579 31.78737,-85.219703 31.78756,-85.219772 31.787694,-85.219921 31.787956,-85.220362 31.788664,-85.220454 31.788786,-85.220558 31.788903,-85.220674 31.789011,-85.220802 31.789107,-85.221207 31.789377,-85.222325 31.790061,-85.222603 31.790233,-85.222718 31.790341,-85.222797 31.79047,-85.222836 31.790611,-85.222865 31.790755,-85.222936 31.791042,-85.223059 31.791392,-85.223263 31.791873,-85.223387 31.792144,-85.223525 31.792411,-85.223608 31.792539,-85.223703 31.79266,-85.22425 31.793312,-85.224386 31.793496,-85.224397 31.793516,-85.224458 31.793628,-85.224915 31.79441,-85.225074 31.794668,-85.225239 31.794922,-85.225329 31.795046,-85.22543 31.795163,-85.225598 31.795328,-85.225772 31.795487,-85.226683 31.796258,-85.22687 31.796408,-85.227003 31.7965,-85.227353 31.79671,-85.227572 31.796823,-85.228014 31.797037,-85.228315 31.797182,-85.228764 31.797393,-85.228918 31.797458,-85.229074 31.797516,-85.229272 31.797582,-85.229218 31.797742,-85.229197 31.797841)",110685802890,Summerhill Rd,M,S1400
"LINESTRING (-85.307398 31.774755,-85.30767 31.774928,-85.307732 31.774978,-85.307783 31.775037,-85.30781 31.775107,-85.307799 31.77518,-85.307756 31.775242,-85.307707 31.775301,-85.307662 31.775364,-85.307463 31.775687,-85.307317 31.776029,-85.307166 31.776369,-85.307007 31.776708,-85.306817 31.777036,-85.306594 31.777348,-85.306347 31.777644,-85.30608 31.777929,-85.305788 31.778197,-85.305484 31.778457,-85.305169 31.778705,-85.304769 31.779054,-85.304619 31.779168,-85.304587 31.77919,-85.304215 31.779437,-85.304115 31.779505,-85.30388 31.779664,-85.303536 31.779882,-85.303313 31.780029,-85.303197 31.780105,-85.302867 31.780334,-85.302318 31.78069,-85.302245 31.780729,-85.301988 31.780838)",110685802631,Baker Hill Ln,M,S1400
"LINESTRING (-85.22617 31.777452,-85.226395 31.777438,-85.22665 31.777447,-85.226819 31.777433,-85.227484 31.777307,-85.227653 31.777287,-85.227823 31.777275,-85.228335 31.777265,-85.228849 31.777268,-85.229531 31.777283,-85.231243 31.777272,-85.231413 31.777275,-85.23167 31.777289,-85.231839 31.777316,-85.232006 31.777349,-85.232668 31.777505,-85.23316 31.77763,-85.233578 31.777712,-85.234248 31.777824,-85.234912 31.777946,-85.235413 31.778036,-85.235493 31.778059,-85.235569 31.778095,-85.23562 31.778154,-85.235643 31.778297,-85.235641 31.778443,-85.235696 31.779466,-85.23571 31.779612,-85.235744 31.779755,-85.235775 31.779823,-85.235815 31.779888,-85.235922 31.780002,-85.236047 31.780101,-85.236183 31.780191,-85.236953 31.780655,-85.237096 31.780734,-85.237242 31.780809,-85.237692 31.781016,-85.238059 31.781201,-85.2382 31.781283,-85.238334 31.781373,-85.238593 31.781562,-85.239119 31.781935,-85.239652 31.782298,-85.239858 31.782448,-85.239913 31.782488,-85.240095 31.78264,-85.240202 31.782751,-85.240279 31.78288,-85.240326 31.78302,-85.240351 31.783164,-85.240368 31.783456,-85.240373 31.783676,-85.240358 31.78404,-85.240371 31.784186,-85.240419 31.784326,-85.24051 31.784448,-85.240634 31.784549,-85.240912 31.784717,-85.241094 31.784869,-85.241195 31.784986,-85.241373 31.785235,-85.241498 31.785425,-85.241607 31.785622,-85.241738 31.785892,-85.241912 31.786304,-85.242254 31.787053,-85.242304 31.787193,-85.242306 31.787339,-85.242239 31.787472,-85.241895 31.787889,-85.241816 31.788017,-85.241758 31.788154,-85.241711 31.788368,-85.241676 31.788658,-85.241608 31.78909,-85.241582 31.789381,-85.241596 31.789754,-85.241598 31.789818,-85.241593 31.789963,-85.241566 31.790325,-85.241562 31.790471,-85.241574 31.790762,-85.241594 31.790907,-85.241661 31.791193,-85.24182 31.791685,-85.24201 31.792317,-85.2422 31.792873,-85.242362 31.793586,-85.242435 31.793795,-85.242501 31.793929,-85.24258 31.794058,-85.242666 31.794184,-85.242758 31.794306,-85.242845 31.794432,-85.242925 31.79456,-85.242994 31.794694,-85.243024 31.794837,-85.243009 31.794982,-85.242963 31.795123,-85.24291 31.795263,-85.242863 31.795405,-85.242733 31.795755,-85.242083 31.797421,-85.241965 31.797696,-85.241864 31.797897,-85.24175 31.798094,-85.241659 31.798216,-85.241626 31.79828,-85.24151 31.798478,-85.241437 31.79861,-85.241369 31.798746,-85.241308 31.798882,-85.241148 31.799298,-85.241054 31.799502,-85.24102 31.799567,-85.240969 31.799694)",110685800353,Dennis Rd,M,S1400
"LINESTRING (-85.176812 31.766709,-85.176829 31.766473,-85.176915 31.766263,-85.17704 31.76592,-85.177179 31.765499,-85.177228 31.765371,-85.177451 31.764745,-85.177492 31.764604,-85.17751 31.764482)",110685801912,Johnston Dr,M,S1400
"LINESTRING (-85.260201 31.795035,-85.260295 31.795282,-85.260338 31.795424,-85.260342 31.795569,-85.260359 31.795789,-85.260369 31.795861,-85.260432 31.796148,-85.260435 31.796166,-85.260466 31.796364,-85.260485 31.796436,-85.26053 31.796506)",110685801898,J Wilson Ln,M,S1400
"LINESTRING (-85.166823 31.768807,-85.166348 31.769204)",110685799292,Carp Ct,M,S1400
"LINESTRING (-85.168722 31.766646,-85.168584 31.766634,-85.168085 31.766536,-85.167977 31.766509,-85.167921 31.76649,-85.167671 31.766441,-85.167512 31.766384)",110685801831,Deer Run,M,S1400
"LINESTRING (-85.174526 31.760569,-85.174617 31.760762,-85.174891 31.761599,-85.174933 31.761704,-85.175091 31.76209,-85.175137 31.762229,-85.175172 31.762372,-85.175184 31.762516,-85.175176 31.76266,-85.175141 31.762876,-85.175082 31.763089,-85.175004 31.763296,-85.174887 31.763569,-85.174716 31.763901,-85.174643 31.764033,-85.174606 31.764122,-85.174631 31.764249,-85.174672 31.764313,-85.174726 31.764371,-85.174959 31.76458,-85.175072 31.764688,-85.175157 31.764814,-85.175216 31.765026,-85.175217 31.765244,-85.175205 31.765389,-85.175178 31.76563,-85.175161 31.765743,-85.175132 31.765885,-85.175031 31.766614,-85.175012 31.766798)",110685803137,Sandy Creek Dr,M,S1400
"LINESTRING (-85.163062 31.780614,-85.162916 31.78057,-85.162754 31.780508,-85.162196 31.780318,-85.160394 31.77969,-85.160306 31.779656)",110685807572,,,S1740
"LINESTRING (-85.258014 31.704011,-85.257636 31.704404,-85.256724 31.705353,-85.256348 31.706109,-85.256377 31.706405,-85.256405 31.706662,-85.25795 31.707642,-85.258169 31.707944,-85.258148 31.708569,-85.258339 31.708824,-85.258556 31.708941,-85.259666 31.708952,-85.25991 31.709115,-85.26013 31.709648,-85.260028 31.710042,-85.259157 31.711016,-85.259079 31.711294,-85.259412 31.712268,-85.259611 31.713287,-85.260241 31.714378,-85.261329 31.715447,-85.261579 31.716211,-85.262316 31.717348,-85.262615 31.717627,-85.263535 31.717957,-85.264185 31.718032,-85.264538 31.718242,-85.264703 31.718613,-85.265139 31.71917,-85.26681 31.720791,-85.266961 31.720937)",110685807756,,,S1740
"LINESTRING (-85.16809 31.827728,-85.168314 31.82763)",110685806310,,,S1400
"LINESTRING (-85.167422 31.827878,-85.167368 31.828112)",110685806649,,,S1400
"LINESTRING (-85.371781 31.730946,-85.372013 31.731017)",110685802356,Edgefield Rd,M,S1400
"LINESTRING (-85.384816 31.729089,-85.385237 31.728873,-85.385615 31.728703,-85.386 31.728541,-85.386406 31.728409,-85.38682 31.728328,-85.387231 31.728234,-85.387626 31.728093,-85.388033 31.727991,-85.388457 31.727953,-85.388883 31.727932,-85.389309 31.727925,-85.389367 31.727925,-85.389744 31.727928,-85.390175 31.727951,-85.390264 31.727959,-85.39047 31.727952)",110685803416,Clyde Hancock Rd,M,S1400
